,verb,present,cogmech,insight,time,relativ,funct,negate,quant,social,certain,affect,posemo,money,auxverb,future,discrep,humans,negemo,sad,percept,feel,family,bio,health,body,incl,motion,space,tentat,home,past,ingest,relig,number,achieve,adverb,work,friend,cause,anger,hear,pronoun,ipron,excl,leisure,preps,conj,death,inhib,see,ppron,i,anx,nonfl,sexual,swear,filler,assent,you,they
sid109,47,25,39,8,25,73,30,1,9,42,4,55,42,1,5,3,9,12,13,3,28,15,19,17,3,9,8,24,23,1,12,17,5,3,1,10,6,3,0,4,5,1,1,1,1,5,10,2,0,3,1,0,0,3,1,0,0,0,1,0,0
sid110,14,6,17,6,15,28,24,1,4,9,5,17,4,0,2,2,2,1,13,3,9,2,2,15,3,12,1,6,6,2,3,6,0,1,2,3,12,0,1,3,10,6,1,1,0,3,3,1,5,0,2,0,0,0,0,2,0,1,0,0,0
sid111,101,64,97,31,61,180,68,2,3,58,25,106,76,4,18,15,29,3,30,9,101,24,5,84,13,50,7,88,41,11,14,21,3,8,3,6,11,27,6,6,6,36,17,14,3,51,16,4,5,3,34,3,3,7,2,22,0,12,0,0,0
sid112,136,88,172,46,74,172,148,5,26,102,16,144,108,17,26,15,27,30,36,8,85,25,4,63,11,35,15,44,60,28,25,24,11,4,16,26,40,25,11,27,16,11,14,12,8,21,22,7,1,11,45,2,2,7,4,8,2,7,0,0,0
sid113,84,48,124,25,71,161,125,8,21,74,19,111,76,9,10,3,23,16,35,7,75,23,6,64,9,28,16,46,54,24,33,28,24,13,18,16,40,14,2,12,9,17,15,15,5,21,16,7,3,12,19,0,0,6,6,3,1,12,1,0,0
sid114,154,93,194,57,101,252,137,6,19,155,23,181,103,12,29,20,30,31,77,13,118,43,53,88,6,62,14,57,102,33,16,35,8,17,12,25,36,10,4,20,26,34,12,11,9,13,32,6,9,23,36,1,1,27,3,12,3,4,0,0,0
sid115,72,53,95,28,37,115,65,2,5,50,9,37,20,0,8,6,9,2,17,4,26,2,7,8,2,2,23,43,34,7,14,12,4,0,3,12,26,12,12,5,7,10,3,3,2,10,22,3,0,16,6,0,0,2,3,0,0,1,0,0,0
sid116,8,3,17,7,6,16,11,1,2,11,4,7,4,0,2,1,2,2,3,0,7,1,0,2,0,2,0,4,6,2,0,3,0,1,1,3,3,5,2,2,1,2,0,0,1,3,2,2,5,0,4,0,0,1,1,0,0,0,0,0,0
sid117,8,4,11,3,3,6,6,0,2,6,2,5,4,0,2,1,2,0,1,1,3,2,0,13,0,11,0,2,1,1,0,2,2,0,0,7,1,7,0,1,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
sid118,125,91,148,42,58,140,84,8,24,70,15,87,58,9,19,12,32,3,29,9,25,9,20,34,11,18,20,58,31,10,5,19,5,7,4,30,13,7,4,19,7,8,6,6,2,9,12,3,6,12,7,0,0,5,1,2,0,8,0,0,0
sid119,314,174,441,131,152,371,323,20,87,156,86,226,184,14,63,37,73,13,40,10,153,45,7,71,11,17,24,78,145,64,28,82,40,11,32,105,54,54,8,52,4,47,32,31,15,48,39,20,3,32,51,1,0,7,5,5,1,12,1,0,0
sid120,179,98,163,38,85,203,148,12,46,114,18,147,104,60,34,25,37,18,41,10,27,10,7,97,11,55,15,60,50,29,18,48,30,11,6,49,25,23,6,14,9,9,13,13,3,23,18,7,2,13,8,0,0,10,6,38,37,2,1,0,0
sid121,39,21,56,15,26,59,37,8,10,33,6,33,19,4,10,7,9,1,14,4,11,7,3,14,6,6,4,12,19,2,4,9,2,4,2,13,5,14,3,10,6,2,3,3,3,4,8,3,3,7,2,0,0,2,1,0,1,0,0,0,0
sid122,111,78,115,23,82,195,112,8,19,75,19,138,96,20,12,7,18,18,41,12,87,41,21,60,5,40,21,62,54,16,7,24,13,5,13,19,26,13,3,15,10,15,4,4,0,20,30,5,10,12,21,0,0,8,9,3,1,5,0,0,0
sid123,10,5,15,4,12,29,13,1,2,2,3,15,12,1,2,1,1,0,3,0,10,1,0,11,2,6,0,4,13,3,0,3,3,1,2,4,3,2,0,2,2,0,0,0,0,5,4,0,4,2,9,0,0,0,0,0,1,0,0,0,0
sid124,222,135,257,65,111,327,189,15,46,202,37,205,120,4,33,22,48,25,85,41,79,26,90,49,7,26,35,115,95,27,14,55,7,3,7,98,45,7,9,24,20,12,21,21,4,13,39,5,15,21,33,0,0,16,4,11,0,3,1,0,0
sid125,122,78,152,36,86,245,115,5,23,134,27,106,98,3,16,5,25,27,8,4,131,37,32,48,3,33,17,69,96,17,33,32,12,6,9,13,33,8,3,12,0,17,8,8,5,29,18,9,2,6,73,0,0,0,10,4,2,12,1,0,0
sid126,101,65,125,26,76,161,103,5,37,105,15,85,57,9,9,7,22,9,28,8,34,13,29,36,3,22,12,53,35,16,16,27,8,5,5,32,25,18,3,17,15,5,14,8,6,18,14,3,4,11,13,6,1,4,3,3,0,5,0,5,0
sid127,53,28,48,14,39,106,56,3,17,40,3,45,30,3,5,2,7,1,15,5,19,7,9,25,3,17,1,34,33,2,3,20,5,3,4,28,10,11,2,10,8,1,3,3,2,2,17,7,11,7,9,0,0,2,1,0,1,1,0,0,0
sid128,66,38,89,24,27,95,77,11,11,25,15,49,39,2,14,9,10,6,10,7,31,15,4,31,2,19,9,18,42,23,2,16,12,2,6,20,14,7,3,3,2,4,10,10,7,8,15,4,1,7,10,0,0,1,1,2,20,1,0,0,0
sid129,100,61,138,35,80,172,131,12,32,80,33,138,108,15,13,7,17,7,30,12,47,14,34,75,8,35,5,36,57,21,17,27,22,1,5,15,43,4,2,14,5,5,7,7,6,19,22,5,4,8,25,0,0,9,5,10,0,4,0,0,0
sid130,29,15,49,7,25,62,28,1,6,22,5,33,21,9,8,7,8,2,12,4,18,5,0,10,0,5,7,18,20,7,2,6,5,6,1,5,7,5,3,8,3,5,1,1,3,8,5,1,1,5,9,0,0,3,0,0,0,2,0,0,0
sid131,159,99,175,37,120,293,169,10,31,120,28,144,97,2,27,21,34,6,47,15,56,18,42,42,7,15,28,73,92,24,40,34,18,1,15,53,57,8,4,7,15,22,6,6,9,36,28,11,8,11,23,0,0,9,11,2,0,2,0,0,0
sid132,47,28,65,21,17,55,37,3,10,26,7,44,22,4,11,10,8,1,22,2,8,3,7,6,0,6,3,15,20,8,2,8,0,13,3,19,5,4,1,8,15,3,1,1,4,3,6,0,9,4,2,0,0,2,1,0,0,0,0,0,0
sid133,30,23,45,8,26,73,30,4,9,34,8,21,18,4,0,0,2,0,3,3,16,7,0,17,0,14,11,16,26,2,11,7,3,0,5,10,4,9,0,6,0,0,3,3,1,35,6,2,0,5,6,0,0,0,1,0,0,2,0,0,0
sid134,10,8,9,1,7,23,8,0,1,3,1,19,8,2,1,1,3,0,11,4,2,2,0,5,2,2,0,7,8,1,2,1,1,12,3,3,3,0,1,1,4,0,0,0,0,2,0,2,0,2,2,0,0,3,0,0,0,0,0,0,0
sid135,124,67,145,35,54,162,116,9,32,66,24,133,117,4,22,11,24,6,16,3,76,8,14,46,5,7,5,59,50,28,89,36,34,12,5,38,37,19,4,13,5,7,6,6,9,68,9,3,1,9,35,0,0,1,13,0,0,4,0,0,0
sid136,59,40,65,13,51,113,67,8,8,61,9,42,29,4,14,10,10,10,13,7,13,6,18,15,1,7,11,28,32,15,3,9,5,11,10,6,13,15,0,6,4,3,6,6,5,0,13,5,7,1,4,0,0,3,2,2,0,4,0,0,0
sid137,86,69,124,18,72,169,130,6,25,48,18,88,72,15,7,5,20,6,16,1,47,14,7,74,7,49,34,40,58,20,30,10,19,14,13,15,36,3,4,12,5,7,2,2,2,13,43,15,4,4,20,0,0,6,16,13,13,7,1,0,0
sid138,46,34,25,1,25,57,26,4,6,27,2,18,11,15,10,7,5,3,7,4,9,3,16,6,1,3,7,21,11,0,10,2,2,0,0,7,1,3,1,3,0,3,1,1,0,2,4,0,0,7,2,0,0,4,0,0,0,0,0,0,0
sid139,17,8,24,4,29,51,32,1,5,14,2,11,8,0,3,2,2,8,3,0,4,2,0,20,0,3,7,11,11,4,2,6,19,0,1,0,9,0,0,2,2,1,3,3,2,4,11,0,0,2,1,0,0,0,1,0,0,0,0,0,0
sid140,44,28,44,5,39,103,65,7,8,37,4,34,27,19,8,7,7,6,7,2,12,7,11,15,0,10,10,34,26,4,14,8,4,0,5,8,15,3,2,7,2,2,4,1,3,3,22,12,1,4,3,3,0,0,6,1,0,1,2,3,0
sid141,9,4,16,0,4,11,11,0,4,1,4,22,12,3,5,5,4,0,10,4,3,1,0,2,2,0,1,2,3,4,0,0,0,2,0,3,1,1,0,2,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0
sid142,290,195,269,35,188,485,222,12,16,231,36,113,70,12,39,31,59,60,43,10,93,27,69,71,18,42,97,158,130,18,38,58,10,3,32,60,59,24,6,10,19,37,15,15,4,60,70,11,6,33,26,0,0,11,9,1,0,4,1,0,0
sid143,3,1,2,1,0,3,3,0,0,2,0,9,3,2,2,0,1,0,6,1,2,0,0,4,2,2,0,0,3,0,2,1,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sid144,265,147,296,73,215,502,276,13,57,190,24,260,191,25,40,31,57,18,66,25,74,15,51,44,12,21,53,132,148,24,30,81,8,16,34,113,52,10,11,39,20,40,12,12,9,36,71,20,10,29,18,0,0,10,14,5,0,11,5,0,0
sid145,2,2,1,0,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sid146,53,33,112,31,52,150,90,7,25,61,11,82,35,7,9,6,10,10,47,15,38,21,14,27,8,10,5,38,58,21,51,12,9,21,8,24,23,24,5,21,15,7,7,6,9,21,22,5,25,12,8,1,0,10,0,0,0,0,1,1,0
sid147,42,20,43,8,24,66,43,2,6,36,3,29,21,2,7,3,9,3,8,1,17,5,1,16,5,7,2,27,15,2,6,16,4,7,17,29,7,15,0,13,4,6,2,2,2,8,4,3,6,1,4,0,0,2,1,1,1,1,0,0,0
sid148,7,6,13,3,11,22,16,0,5,9,1,13,9,3,0,0,4,0,3,0,4,1,0,3,0,1,1,4,8,1,2,1,2,0,4,1,2,2,1,1,2,1,1,1,1,2,3,2,2,0,2,0,0,0,0,0,0,1,0,0,0
sid149,36,15,38,11,22,65,31,0,0,19,1,9,5,0,13,8,11,5,4,0,12,4,1,11,1,3,6,11,29,3,8,10,7,2,2,3,9,2,1,2,3,3,1,1,1,2,11,0,3,3,5,0,0,1,0,1,0,1,0,0,0
sid150,97,49,107,33,48,155,104,11,16,97,6,83,54,7,19,7,26,24,29,11,35,13,27,31,3,24,15,51,56,7,11,29,1,2,8,52,21,8,0,12,7,8,13,3,3,11,23,11,3,7,12,10,0,6,3,3,1,2,0,10,0
sid151,11,5,13,7,3,11,11,1,1,1,2,8,4,5,2,0,1,0,4,0,2,1,0,0,0,0,1,4,4,1,1,5,0,0,1,1,3,1,0,1,4,0,1,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
sid152,35,18,26,7,34,78,41,1,5,30,5,31,24,3,4,3,2,1,7,6,16,12,19,14,1,4,6,24,20,3,9,13,9,0,8,0,14,0,0,1,1,0,4,4,2,8,6,0,4,2,4,0,0,0,1,0,0,0,0,0,0
sid153,80,30,74,17,61,123,99,2,11,47,10,75,30,7,26,20,24,5,44,3,36,10,2,23,1,12,5,40,26,12,20,25,9,3,9,7,20,8,5,2,11,16,11,11,5,4,18,8,0,7,11,0,0,18,2,1,0,7,2,0,0
sid154,139,84,134,34,111,252,154,16,15,128,9,106,76,9,29,18,29,23,30,15,59,22,45,85,12,41,19,78,62,18,11,32,33,8,34,58,31,10,0,13,11,7,16,14,8,15,16,11,17,9,19,2,2,0,9,1,0,5,0,0,0
sid155,15,7,18,8,7,23,6,0,1,10,0,22,7,0,2,0,2,1,15,5,11,3,1,8,2,6,1,7,9,0,2,7,2,4,0,5,0,4,1,4,8,1,0,0,0,1,3,0,6,2,7,0,0,1,0,0,0,1,0,0,0
sid156,154,91,132,25,39,124,127,8,33,63,20,112,64,11,29,25,28,0,48,3,96,51,19,55,4,50,13,49,38,23,3,34,1,0,4,47,19,38,4,17,14,23,28,26,8,9,15,5,0,20,24,2,0,19,4,0,0,3,0,2,0
sid157,14,9,24,7,5,17,10,3,2,4,5,12,4,2,3,2,3,1,8,3,1,0,0,4,2,2,2,8,5,1,0,3,0,16,0,2,0,0,0,6,1,1,1,1,1,0,3,0,0,1,0,0,0,1,0,0,1,1,0,0,0
sid158,2,1,1,0,0,7,4,0,1,4,0,10,4,0,0,0,0,1,6,0,2,1,0,1,0,1,0,3,4,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0
sid159,316,172,440,98,227,550,369,31,59,215,56,295,178,17,68,47,79,27,116,37,139,40,37,99,19,59,24,137,182,64,28,76,16,8,40,153,102,25,13,50,27,45,28,28,16,24,58,24,21,55,46,0,0,30,13,6,1,7,0,0,0
sid160,10,5,11,0,4,18,5,1,0,5,3,5,4,0,1,0,1,0,1,0,4,2,0,3,0,3,2,8,6,1,0,4,0,0,1,3,1,1,3,1,1,1,0,0,0,4,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0
sid161,36,24,50,5,13,40,29,1,5,28,0,14,14,8,3,2,5,1,0,0,8,1,2,15,8,7,6,11,17,6,3,9,0,6,8,7,7,9,0,4,0,2,0,0,2,3,5,2,3,13,4,0,0,0,1,0,0,1,1,0,0
sid162,55,34,58,5,29,80,57,4,1,44,14,47,38,0,14,8,11,2,9,1,13,5,26,36,13,16,15,24,24,0,15,7,2,0,7,12,14,1,3,9,7,0,4,4,1,2,14,0,18,2,8,0,0,0,12,5,0,1,1,0,0
sid163,7,5,4,1,2,3,3,0,1,0,1,5,1,1,1,0,1,0,4,1,2,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sid164,82,75,126,39,65,152,81,7,14,24,20,59,34,6,1,1,38,4,25,6,48,9,3,45,3,35,23,48,50,13,7,6,7,1,24,18,17,13,0,4,1,12,6,6,5,19,12,6,0,7,25,0,0,16,1,0,0,16,0,0,0
sid165,149,100,220,69,82,294,211,19,46,64,39,98,62,3,25,7,35,15,36,3,65,25,10,51,10,23,32,68,149,28,3,28,18,2,12,21,44,11,2,10,7,13,40,39,8,14,34,8,2,13,20,1,1,18,3,1,0,7,0,0,0
sid166,38,20,35,11,9,34,27,0,2,10,6,19,13,0,11,6,10,0,6,1,20,3,3,4,0,4,6,14,12,3,3,8,0,0,0,1,5,0,0,2,1,11,1,1,0,1,9,2,0,1,6,0,0,4,0,1,1,2,1,0,0
sid167,45,32,40,10,23,74,37,1,9,49,3,47,34,5,3,1,7,15,13,4,6,2,14,15,0,4,8,22,29,4,7,10,7,7,8,5,9,8,1,4,9,2,2,2,0,7,7,1,6,3,1,0,0,0,1,4,0,1,0,0,0
sid168,9,6,24,7,6,11,8,0,2,8,3,14,11,1,4,2,1,0,3,0,0,0,1,5,3,2,1,0,4,2,2,0,2,1,0,4,1,3,1,5,1,0,0,0,0,0,1,0,1,6,0,0,0,2,1,0,0,0,0,0,0
sid169,184,128,206,58,112,380,159,11,21,115,23,219,137,8,19,8,29,20,80,37,120,38,0,91,16,52,25,120,154,21,40,40,7,16,32,81,30,21,10,26,28,26,11,7,5,38,43,4,13,35,53,4,0,7,6,18,1,9,0,4,0
sid170,21,8,20,4,16,24,24,1,2,10,2,15,5,1,10,6,9,0,10,0,2,0,0,0,0,0,0,2,6,1,0,4,0,0,5,9,2,6,0,2,4,2,1,1,1,0,2,1,2,1,0,0,0,4,0,0,0,0,1,0,0
sid171,71,47,58,16,38,103,45,2,6,36,7,37,21,0,10,8,11,4,16,1,10,4,5,12,6,3,16,44,20,3,14,15,3,0,10,13,5,4,5,5,10,5,1,1,0,10,12,1,12,3,0,0,0,4,2,0,0,0,0,0,0
sid172,59,33,61,22,23,60,38,5,8,39,6,44,25,0,7,6,7,9,19,5,8,4,17,8,4,3,9,27,9,10,5,19,0,0,5,4,10,4,1,1,3,1,1,1,2,4,2,5,3,3,5,0,0,1,8,1,0,0,0,0,0
sid173,1,0,5,1,0,2,5,0,3,0,0,5,1,0,1,0,1,0,4,3,5,4,0,5,0,5,0,1,1,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
sid174,47,27,46,3,17,65,47,1,7,19,2,17,10,0,13,10,6,6,7,2,11,5,6,21,4,13,18,24,20,8,12,8,4,3,1,9,10,3,0,5,3,3,1,1,1,8,16,0,0,2,3,0,0,0,0,0,0,0,0,0,0
sid175,4,4,6,2,1,3,4,1,0,3,1,6,6,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,3,2,1,1,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sid176,33,26,64,14,23,40,45,5,12,31,9,36,30,26,5,3,10,0,6,3,8,2,0,9,3,3,4,9,7,6,2,3,3,1,2,7,13,3,4,4,2,2,4,4,5,3,8,4,1,4,4,0,0,0,5,0,0,0,0,0,0
sid177,2,0,5,2,5,9,6,0,2,1,1,6,4,1,1,1,1,1,2,1,6,0,0,4,1,1,0,1,5,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
sid178,88,50,102,31,53,185,72,4,21,48,12,69,62,2,12,9,9,10,7,2,43,13,7,14,1,9,18,69,62,13,18,27,3,4,1,9,22,1,6,11,2,5,1,1,0,13,15,4,2,13,21,0,0,1,6,1,2,2,0,0,0
sid179,214,117,276,67,136,310,226,22,42,100,39,161,107,9,43,30,46,33,54,21,131,57,7,114,14,62,30,87,98,42,21,58,27,39,22,21,41,19,1,18,7,27,23,17,7,25,41,8,28,36,40,6,1,17,5,14,2,12,0,5,0
sid180,64,35,75,16,30,92,68,2,4,34,6,53,25,1,20,18,11,12,28,16,15,4,11,28,2,13,12,28,32,13,16,10,15,1,8,10,20,4,0,16,6,10,4,1,5,12,9,3,5,4,3,3,0,4,1,0,0,0,0,3,0
sid181,240,136,258,72,126,417,321,26,56,219,30,178,102,10,32,24,31,8,75,19,132,38,14,102,21,61,45,132,155,15,42,72,17,20,27,48,45,11,3,25,31,51,89,7,10,26,68,24,20,26,40,82,1,13,12,3,0,3,2,81,0
sid182,57,34,100,31,29,152,85,6,14,37,9,64,49,2,6,3,17,3,15,4,21,1,5,14,3,8,11,42,84,12,4,18,3,14,17,28,11,15,1,18,5,4,15,7,2,8,23,5,5,6,11,8,2,5,0,0,0,9,0,6,0
sid183,15,9,15,9,6,16,13,0,1,7,0,15,11,0,0,0,2,0,4,1,5,0,0,2,1,1,2,5,2,2,1,6,0,1,2,10,5,1,0,1,0,2,4,1,2,0,1,1,0,0,3,3,0,1,2,0,0,0,0,3,0
sid184,6,4,7,3,2,10,8,0,2,7,0,13,5,0,1,1,2,0,8,4,0,0,0,1,0,1,0,2,6,0,0,1,0,0,1,5,1,2,2,0,2,0,0,0,0,1,3,0,0,1,0,0,0,2,1,0,0,0,0,0,0
sid185,28,18,38,6,33,92,37,0,4,37,2,53,25,11,4,1,8,3,28,6,41,9,7,16,4,6,11,17,43,4,13,6,5,1,3,9,12,7,0,3,12,19,1,1,0,22,11,4,1,6,13,0,0,4,0,1,0,4,0,0,0
sid186,31,16,23,6,16,42,9,1,1,23,1,17,7,1,3,3,4,8,9,1,6,1,0,5,0,5,7,13,13,1,3,12,0,0,0,1,1,0,1,1,6,4,1,1,1,6,3,0,5,1,1,0,0,0,0,0,0,0,0,0,0
sid187,9,8,10,3,3,12,10,3,1,1,0,0,0,0,1,0,1,1,0,0,5,2,0,1,0,0,3,5,4,1,0,0,1,0,0,2,2,1,0,2,0,0,2,2,1,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0
sid188,9,6,7,2,2,12,3,0,0,9,1,3,1,0,1,1,1,4,2,1,4,1,0,2,0,2,2,1,9,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
sid189,202,128,199,36,86,215,185,9,25,119,36,137,96,9,38,29,29,21,41,7,115,40,11,77,11,58,34,70,58,17,19,36,8,7,14,70,32,6,4,25,18,36,36,11,10,10,36,19,12,16,40,25,0,3,12,1,0,3,0,25,0
sid190,44,33,37,8,23,76,33,1,6,32,5,25,23,0,5,2,6,0,2,1,41,18,15,35,14,2,10,22,29,1,13,6,16,0,2,5,11,0,0,1,0,2,0,0,1,1,8,0,1,3,18,0,0,0,0,3,0,0,0,0,0
sid191,158,82,203,51,88,210,162,12,32,100,33,173,111,18,44,34,55,8,61,9,55,25,20,41,6,34,7,54,72,36,11,33,1,4,16,71,35,22,5,14,29,21,12,12,7,17,19,7,9,18,12,0,0,14,11,2,0,6,0,0,0
sid192,99,58,125,40,62,131,86,2,15,90,12,109,59,3,18,10,15,11,50,16,54,9,39,34,7,17,15,42,30,21,19,26,10,1,5,14,27,7,3,9,10,28,5,4,2,16,13,8,0,15,12,1,0,13,6,1,1,3,0,1,0
sid193,71,43,73,20,38,117,67,2,10,32,10,46,44,3,22,14,15,14,2,0,39,18,15,17,9,6,6,31,50,19,18,10,1,4,7,8,16,5,0,4,0,2,5,5,5,6,7,3,0,6,20,0,0,0,4,1,0,2,1,0,0
sid194,49,25,32,10,17,40,55,0,8,35,2,18,15,36,9,6,9,5,3,1,3,2,15,8,1,7,2,14,10,0,2,16,0,0,28,7,4,8,0,6,1,1,4,0,0,0,2,0,0,5,0,4,4,1,1,0,0,1,0,0,0
sid195,7,6,7,1,3,18,10,0,1,2,0,11,10,2,0,0,1,0,1,1,0,0,0,3,2,1,4,7,8,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,9,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0
sid196,386,228,442,116,252,564,380,40,62,263,65,307,196,19,78,55,92,37,111,28,188,79,47,180,22,105,38,182,135,52,31,85,38,29,27,65,100,35,10,40,32,40,28,28,22,31,72,34,7,50,69,0,0,28,14,17,1,16,1,0,0
sid197,103,66,111,20,90,235,133,11,23,55,18,117,74,3,17,10,27,5,41,16,82,31,15,72,9,50,30,65,94,3,13,22,10,9,11,13,23,3,0,6,6,18,4,4,3,27,53,16,10,17,33,0,0,9,6,3,1,14,0,0,0
sid198,735,420,1005,249,316,832,712,70,156,424,157,808,582,34,170,107,218,35,218,38,339,81,65,203,34,99,60,276,242,124,63,159,45,25,82,242,113,68,19,116,64,77,65,62,48,89,78,28,19,92,135,3,3,65,33,25,1,17,7,0,0
sid199,64,36,77,12,43,106,59,3,9,28,7,43,35,0,14,6,27,3,8,2,41,16,5,31,3,11,15,22,51,5,11,14,16,0,6,2,15,5,0,7,0,9,2,2,1,4,12,2,1,7,10,0,0,4,6,1,0,10,0,0,0
sid200,68,43,63,18,46,105,52,5,11,79,8,23,16,8,14,10,19,20,6,1,15,7,29,37,4,20,6,26,24,3,12,13,11,2,3,13,9,0,0,5,4,3,6,6,3,4,6,2,2,4,5,0,0,1,1,2,1,1,0,0,0
sid201,29,19,20,6,14,52,25,2,8,54,3,40,38,4,3,3,1,24,2,0,41,14,6,21,2,10,5,16,20,3,12,7,7,12,0,5,2,5,1,2,0,12,7,1,0,8,5,0,0,3,9,6,0,0,0,2,0,0,0,6,0
sid202,64,35,64,13,18,65,54,4,4,50,6,42,26,1,14,12,15,2,16,2,33,12,12,30,1,19,10,20,24,4,5,15,5,1,5,13,6,1,0,9,7,18,10,0,1,6,11,1,2,5,2,10,1,6,1,6,0,2,0,9,0
sid203,15,6,17,2,7,30,21,1,2,2,1,15,7,1,2,1,1,0,8,2,27,15,0,12,0,11,5,7,15,2,1,7,1,1,0,0,6,0,0,0,2,5,0,0,1,0,12,2,1,5,7,0,0,1,0,0,0,0,0,0,0
sid204,102,60,78,11,89,163,117,10,3,87,19,47,29,9,19,10,22,9,17,9,29,6,35,45,14,18,17,39,29,6,13,23,12,0,19,12,21,2,2,6,2,8,15,3,1,15,32,16,5,4,16,12,0,3,4,1,3,0,0,12,0
sid205,44,32,60,12,27,68,54,4,7,35,5,39,27,5,1,0,8,9,12,5,32,11,13,41,6,20,18,22,22,10,24,11,14,1,14,1,14,1,0,5,3,11,10,9,5,5,5,2,6,2,11,1,0,6,3,2,0,3,0,1,0
sid206,52,31,49,5,46,110,48,3,14,34,9,46,31,5,7,3,10,2,15,1,28,8,0,54,3,31,5,24,41,7,1,14,18,1,4,7,11,4,3,8,9,8,4,3,1,6,7,2,3,3,9,1,1,2,1,2,3,2,1,0,0
sid207,157,102,167,27,59,164,127,12,21,108,16,117,85,16,31,22,49,16,32,17,81,19,33,37,5,24,16,35,67,16,8,27,6,10,8,40,28,14,1,14,3,39,10,10,8,8,22,6,4,22,15,0,0,8,1,2,0,0,1,0,0
sid208,1,0,0,0,1,6,1,0,0,0,0,5,3,0,0,0,0,0,2,1,1,0,0,3,1,0,0,2,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
sid209,12,5,15,4,7,11,8,1,1,8,1,8,5,0,5,1,6,1,3,0,4,1,0,1,0,1,0,3,1,0,1,2,0,0,0,0,1,3,1,2,3,1,1,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0
sid210,64,50,57,11,48,126,36,2,6,47,7,48,36,3,2,1,4,22,10,8,29,9,0,28,4,7,17,34,39,1,30,12,4,5,5,2,5,3,2,5,0,4,1,1,0,13,17,0,2,9,15,0,0,2,2,13,0,1,0,0,0
sid211,18,9,16,7,14,33,10,1,0,14,1,11,3,0,3,0,3,3,8,3,6,1,5,8,1,6,2,6,12,3,3,7,1,1,0,0,3,1,1,1,4,3,0,0,0,0,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0
sid212,64,50,84,17,89,191,62,3,6,36,8,42,28,9,4,3,10,4,14,1,64,28,4,32,2,24,19,41,59,2,0,10,3,1,19,10,8,6,1,18,1,14,3,3,0,15,20,5,2,6,17,0,0,0,0,5,2,1,0,0,0
sid213,125,69,102,20,31,146,97,2,8,45,3,75,51,1,29,24,23,3,24,3,52,17,6,26,7,7,27,51,60,10,13,29,11,2,4,71,25,5,6,11,13,21,6,3,1,23,33,1,2,8,17,3,0,3,3,1,0,2,0,3,0
sid214,28,20,55,7,25,70,51,2,6,17,11,39,26,0,2,1,2,2,13,5,20,5,2,18,4,7,5,24,19,14,3,7,7,22,13,23,17,6,0,7,5,1,1,1,1,5,12,4,2,7,13,0,0,2,1,0,0,1,0,0,0
sid215,137,101,97,31,77,170,89,2,16,113,12,59,38,4,20,9,22,31,21,7,12,5,35,44,6,27,9,57,35,8,16,24,11,3,20,20,12,6,0,10,10,4,10,10,5,13,9,2,12,6,3,0,0,3,1,0,1,2,1,0,0
sid216,35,19,31,5,20,94,58,1,17,13,5,48,27,6,9,5,18,2,20,4,21,10,1,18,3,11,3,23,51,4,3,8,4,8,8,14,8,1,1,5,8,1,4,3,0,3,13,1,1,1,10,1,1,3,2,1,0,9,0,0,0
sid217,47,34,49,5,65,169,28,0,3,14,9,12,10,0,1,1,10,1,2,1,51,9,4,39,3,36,21,19,87,4,14,12,0,0,0,1,16,0,1,2,1,12,2,2,0,13,13,1,0,4,29,0,0,0,0,0,0,5,0,0,0
