,X1,X2,Nation,language_family
1581,1.3632104,-14.051269,French,Italic
1582,15.571578,-7.7339864,English,Germanic
1583,-0.7878659,-12.844217,North_American_Native,Native_American
1584,-14.534853,-0.8840835,Norwegian,Germanic
1585,33.073284,-12.804622,Russian,Slavic
1586,34.85149,8.012334,Irish,Celtic
1587,4.4977846,38.43838,Nordic,Germanic
1588,-15.904331,30.52276,North_American_Native,Native_American
1589,-33.877087,-7.7007604,Indian,Hindustani
1590,-16.02105,-15.393035,Chinese,East_Asia
1591,8.304257,-3.543229,Greek,Hellenic
1592,0.26865926,-0.82547,French,Italic
1593,-0.5142801,-14.294605,French,Italic
1594,-5.480099,-18.134579,Welsh,Celtic
1595,21.055387,-0.8691027,German,Germanic
1596,13.128658,-7.6145196,Croatian,Slavic
1597,-35.618656,0.6943438,Russian,Slavic
1598,-23.076073,9.941058,Nigerian,Chadic
1599,-14.160521,27.938116,North_American_Native,Native_American
1600,-5.2214437,-34.065018,North_American_Native,Native_American
